Fox_lodging_Frances,airTemperature,dewTemperature,seaLvlPressure,windDirection,windSpeed
71.61,13.9,4.4,1016.3,110.0,2.6
72.07,14.4,4.4,1016.5,80.0,3.6
71.81,13.3,5.6,1016.9,90.0,3.6
73.09,12.8,5.6,1016.9,90.0,3.6
74.86,12.2,6.1,1017.0,100.0,3.6
78.82,11.7,6.1,1016.9,90.0,3.6
95.33,11.7,6.1,1017.0,100.0,4.1
96.4,11.1,5.6,1017.3,90.0,4.6
85.92,11.7,5.6,1017.1,90.0,4.1
84.78,13.3,5.6,1017.9,100.0,5.1
83.67,15.6,6.1,1017.8,110.0,4.6
82.9,18.3,6.7,1018.2,150.0,3.6
86.63,20.0,7.2,1018.2,200.0,1.5
93.43,20.0,6.7,1017.0,0.0,0.0
93.58,21.1,6.7,1016.2,320.0,1.5
96.68,22.8,7.2,1015.4,320.0,1.5
80.12,22.2,7.8,1015.6,290.0,5.7
82.0,21.7,7.8,1015.6,250.0,3.6
103.8,21.1,8.3,1015.7,260.0,3.1
98.06,20.6,8.3,1016.2,320.0,2.6
90.93,20.0,8.3,1016.4,0.0,0.0
89.12,18.9,8.9,1016.9,100.0,1.5
87.65,18.3,8.9,1017.4,90.0,2.6
75.65,16.7,8.3,1017.7,90.0,4.1
74.95,16.1,8.3,1018.0,110.0,1.5
73.5,16.1,8.3,1017.6,110.0,2.6
74.78,15.6,8.3,1017.2,120.0,3.1
73.51,15.0,7.8,1017.2,70.0,4.1
75.04,13.3,7.8,1017.2,100.0,2.6
87.44,13.3,7.8,1017.4,90.0,4.1
95.2,12.8,7.8,1017.9,90.0,2.6
91.71,12.8,7.8,1018.6,100.0,2.1
84.78,11.1,7.8,1019.3,110.0,2.1
81.72,15.0,7.8,1019.8,110.0,2.6
74.99,16.7,7.8,1020.2,80.0,3.6
75.66,18.9,8.3,1020.1,140.0,2.6
76.94,21.1,8.3,1019.4,140.0,2.6
75.75,21.7,8.3,1018.5,0.0,0.0
75.22,23.3,8.9,1017.3,0.0,2.1
76.82,23.9,8.9,1016.7,0.0,0.0
75.78,25.0,8.9,1016.2,240.0,3.1
74.81,24.4,8.9,1015.8,220.0,3.6
87.4,23.3,8.9,1016.3,320.0,3.6
97.96,22.8,8.9,1017.0,320.0,3.1
91.05,22.8,8.9,1017.3,0.0,0.0
72.23,19.4,9.4,1017.5,200.0,1.5
73.66,19.4,9.4,1017.3,0.0,0.0
73.89,17.2,10.0,1017.4,0.0,0.0
72.74,16.7,10.0,1017.8,0.0,0.0
72.61,16.7,10.0,1017.9,0.0,0.0
71.97,15.6,10.0,1017.7,0.0,0.0
71.59,15.0,10.0,1017.7,0.0,0.0
72.06,14.4,9.4,1017.1,120.0,2.1
76.02,13.9,9.4,1016.8,0.0,0.0
90.32,13.9,9.4,1016.9,0.0,0.0
88.97,13.9,9.4,1017.2,90.0,1.5
81.39,14.4,9.4,1017.4,100.0,2.1
79.18,15.6,9.4,1017.8,110.0,4.1
79.14,18.3,9.4,1017.6,120.0,3.6
79.05,20.6,9.4,1017.1,130.0,4.6
83.24,23.3,8.9,1016.4,130.0,2.1
91.27,24.4,8.3,1015.2,0.0,0.0
85.37,26.1,8.3,1014.0,0.0,0.0
77.61,26.1,7.8,1013.5,260.0,1.5
76.51,26.7,7.8,1013.1,290.0,2.1
90.68,27.2,7.8,1012.5,0.0,0.0
105.52,26.1,8.3,1012.6,230.0,1.5
95.21,24.4,8.3,1013.0,260.0,3.1
90.7,21.7,8.9,1013.3,220.0,2.1
91.08,22.8,8.3,1013.6,280.0,2.6
86.59,20.0,8.9,1014.2,0.0,0.0
74.88,21.1,8.9,1014.1,0.0,0.0
73.88,18.3,9.4,1014.4,80.0,3.1
73.55,16.7,9.4,1014.3,100.0,3.1
73.11,16.1,9.4,1013.9,100.0,4.6
72.47,16.1,8.9,1013.8,100.0,3.1
71.17,15.6,8.9,1013.8,110.0,2.1
83.93,15.0,8.9,1014.1,100.0,2.6
90.02,15.0,8.9,1014.5,0.0,0.0
86.73,13.9,8.9,1015.6,0.0,0.0
75.54,13.9,8.9,1016.1,90.0,2.1
77.92,17.2,8.9,1016.3,100.0,3.1
81.82,19.4,7.8,1016.9,80.0,3.6
72.89,22.8,8.3,1016.3,100.0,3.6
75.46,24.4,9.4,1015.7,150.0,2.1
77.3,25.0,9.4,1014.8,150.0,1.5
77.99,26.7,8.3,1013.4,160.0,4.1
81.6,27.2,8.3,1012.7,160.0,1.5
80.66,27.8,7.8,1012.2,210.0,2.1
75.01,27.8,7.2,1011.7,0.0,0.0
88.94,27.2,7.8,1011.6,0.0,0.0
91.06,26.7,7.8,1011.7,330.0,2.1
88.14,22.2,9.4,1012.1,240.0,2.1
74.36,21.7,10.0,1012.4,250.0,2.6
71.27,21.7,9.4,1012.5,220.0,2.1
72.24,21.1,9.4,1012.4,0.0,0.0
71.25,19.4,10.6,1012.6,90.0,3.1
70.74,19.4,10.0,1012.5,110.0,2.6
70.56,18.3,10.0,1012.4,100.0,2.6
72.67,17.8,10.0,1012.5,110.0,2.6
71.62,17.8,9.4,1012.6,90.0,2.6
71.89,16.7,8.9,1012.7,80.0,4.1
82.77,16.1,7.8,1012.6,100.0,3.6
85.42,16.1,7.8,1013.3,100.0,4.1
75.21,15.6,7.8,1014.0,100.0,3.6
73.68,18.3,8.3,1014.3,100.0,2.1
71.47,20.6,8.3,1014.4,110.0,2.1
74.85,22.8,8.3,1014.6,170.0,2.1
83.03,23.3,8.3,1014.2,0.0,0.0
90.59,24.4,7.8,1013.7,0.0,1.5
78.45,25.0,6.7,1012.7,260.0,4.6
74.14,25.0,6.1,1012.6,300.0,3.6
72.97,24.4,6.7,1012.6,260.0,5.1
73.85,23.9,6.7,1013.0,280.0,6.2
73.02,23.3,7.2,1013.8,260.0,6.7
73.89,22.8,7.2,1014.2,290.0,4.6
74.29,21.7,6.7,1014.1,320.0,4.1
73.83,21.1,6.7,1014.3,290.0,2.6
73.78,20.6,6.7,1014.1,0.0,0.0
73.9,18.3,7.8,1014.2,220.0,2.1
73.89,18.3,7.8,1014.0,230.0,3.1
73.85,18.3,7.8,1013.3,0.0,0.0
73.36,18.9,7.8,1013.4,280.0,2.1
71.89,17.8,8.3,1013.2,0.0,0.0
72.68,17.2,8.3,1013.2,240.0,3.6
72.77,17.2,8.9,1012.4,310.0,4.1
71.98,16.7,8.9,1013.3,250.0,3.6
71.66,16.7,9.4,1013.8,270.0,4.1
69.95,16.7,10.6,1014.2,280.0,3.1
70.19,16.7,10.6,1014.5,230.0,3.6
71.05,18.3,10.6,1014.6,280.0,5.7
73.25,20.0,8.9,1014.9,290.0,7.2
71.87,20.0,8.9,1014.5,290.0,7.7
69.17,21.7,7.8,1013.2,320.0,6.7
67.23,23.3,7.2,1012.2,290.0,6.7
67.2,23.3,6.7,1011.4,310.0,5.7
69.46,22.8,5.6,1011.1,320.0,5.1
68.06,22.8,6.7,1010.4,300.0,6.2
68.81,22.8,6.7,1010.3,340.0,4.1
69.62,22.8,6.7,1010.7,340.0,2.6
70.1,19.4,7.8,1011.0,190.0,1.5
71.26,18.9,7.8,1011.6,100.0,1.5
73.78,18.3,7.8,1011.9,90.0,3.1
72.68,18.9,7.2,1011.7,60.0,5.1
72.0,18.9,7.2,1011.7,70.0,5.7
71.84,18.9,7.2,1011.7,70.0,6.2
72.18,18.9,7.2,1011.4,50.0,6.2
71.63,18.9,7.2,1011.1,60.0,6.2
71.44,18.9,7.2,1011.0,70.0,3.6
82.47,18.3,6.7,1011.1,310.0,2.6
90.59,17.2,7.8,1012.1,290.0,3.1
92.72,15.6,7.2,1013.0,230.0,3.6
87.84,17.2,6.7,1014.0,330.0,2.1
76.89,17.2,7.2,1014.6,230.0,1.5
74.82,19.4,6.7,1014.7,80.0,3.6
75.62,20.0,5.6,1015.0,70.0,2.6
75.66,20.6,5.6,1014.3,160.0,4.1
75.99,22.2,5.6,1013.2,160.0,2.6
77.77,22.8,5.0,1012.8,160.0,2.1
77.24,22.2,4.4,1012.5,240.0,2.1
75.39,22.8,5.0,1012.4,240.0,3.1
80.61,22.8,5.0,1012.4,260.0,3.6
89.32,21.7,5.6,1012.7,260.0,3.6
97.63,21.1,6.1,1013.3,250.0,2.1
87.36,19.4,7.2,1013.5,250.0,1.5
72.99,18.9,6.7,1013.8,0.0,0.0
73.96,17.2,6.7,1014.0,0.0,0.0
73.03,17.2,7.2,1013.9,80.0,3.1
72.11,17.2,8.3,1014.0,110.0,2.1
72.23,16.7,6.7,1013.8,110.0,2.1
72.54,16.7,7.8,1014.0,110.0,2.1
71.99,16.7,8.9,1013.9,80.0,2.1
73.48,16.1,8.9,1013.7,90.0,2.1
76.34,15.6,9.4,1014.0,0.0,0.0
89.86,14.4,9.4,1014.5,90.0,2.1
91.48,14.4,9.4,1014.9,110.0,2.6
80.92,15.0,8.3,1015.9,80.0,4.6
79.67,15.6,7.8,1016.4,100.0,2.1
79.42,17.8,7.8,1016.5,80.0,4.6
83.24,19.4,7.8,1016.6,100.0,3.6
88.72,20.0,7.2,1016.1,100.0,2.6
90.18,21.1,6.7,1015.4,100.0,1.5
92.55,22.2,4.4,1014.5,0.0,0.0
92.15,22.2,3.9,1013.8,0.0,0.0
83.8,23.3,3.9,1013.5,290.0,3.6
80.05,22.8,2.8,1013.2,290.0,1.5
107.37,22.2,2.8,1013.6,0.0,0.0
102.16,21.1,3.3,1014.1,240.0,2.6
90.42,20.6,3.3,1014.7,0.0,0.0
89.08,20.0,2.2,1015.5,80.0,3.6
85.06,19.4,3.9,1016.0,70.0,4.1
75.71,17.8,5.6,1016.4,100.0,2.6
74.92,17.8,5.0,1016.8,80.0,6.2
73.13,16.7,5.6,1016.9,80.0,6.2
72.41,16.7,5.0,1017.1,70.0,6.7
72.24,16.7,4.4,1017.3,50.0,5.7
76.07,16.1,3.9,1017.3,60.0,5.1
83.69,15.6,3.3,1017.2,80.0,5.7
105.42,15.6,2.8,1017.7,70.0,5.1
106.15,15.6,2.2,1018.3,80.0,6.2
78.23,15.6,2.2,1019.1,60.0,6.7
81.3,16.7,2.8,1019.4,60.0,6.2
76.32,18.3,1.1,1019.8,70.0,8.2
84.02,19.4,0.0,1019.7,60.0,5.7
77.84,20.6,0.0,1019.0,60.0,6.7
75.44,21.7,-0.6,1018.0,50.0,4.6
75.22,22.8,-1.1,1017.0,90.0,6.2
74.22,23.3,-1.7,1016.1,40.0,4.1
75.86,23.3,-2.8,1015.5,70.0,3.6
83.17,23.3,-1.7,1015.2,70.0,3.1
90.77,22.8,-2.2,1015.3,70.0,3.1
99.93,21.1,0.0,1015.8,110.0,2.6
86.9,20.0,-1.7,1016.2,0.0,0.0
72.41,18.3,0.0,1016.4,90.0,2.1
73.3,16.1,6.7,1016.8,80.0,2.6
74.05,16.1,2.2,1017.0,140.0,2.1
72.54,15.6,2.2,1017.0,130.0,2.1
71.2,14.4,1.1,1016.9,100.0,2.1
74.4,14.4,2.2,1016.8,140.0,1.5
75.8,13.9,0.6,1016.2,80.0,3.1
76.34,13.3,1.7,1015.7,110.0,2.1
77.39,12.2,1.7,1015.7,60.0,2.6
59.83,11.1,3.3,1016.0,0.0,0.0
59.83,11.7,3.3,1015.8,120.0,2.6
59.83,12.2,2.2,1016.2,100.0,3.1
59.83,15.0,1.1,1016.4,90.0,3.6
77.73,17.2,1.7,1015.9,100.0,4.1
94.6,19.4,1.1,1015.3,120.0,2.6
95.45,20.6,0.6,1014.8,190.0,2.1
104.81,21.7,-0.6,1013.5,50.0,1.5
107.72,22.2,-1.1,1012.4,290.0,2.1
93.12,22.2,-1.1,1011.8,290.0,2.6
92.42,23.3,0.0,1011.5,230.0,2.1
100.35,23.3,-1.7,1011.6,290.0,5.1
122.28,22.8,-1.1,1011.3,280.0,3.6
110.0,21.1,0.6,1010.8,300.0,2.6
105.74,20.0,1.1,1010.6,240.0,1.5
104.17,18.3,5.6,1011.2,260.0,2.1
104.73,17.2,6.7,1011.8,220.0,1.5
98.88,17.8,7.2,1011.1,0.0,0.0
90.2,15.6,3.9,1010.9,90.0,3.6
89.06,15.0,3.9,1010.8,90.0,3.1
89.12,15.6,2.2,1010.4,90.0,3.6
88.54,15.0,2.8,1010.3,80.0,4.6
90.99,14.4,3.9,1010.1,90.0,4.1
94.35,13.9,3.3,1010.3,100.0,3.1
108.99,13.9,2.8,1010.1,110.0,3.6
102.07,13.9,2.8,1010.5,110.0,4.1
93.82,13.9,1.7,1011.6,120.0,3.1
92.15,15.6,1.7,1011.6,120.0,4.6
91.84,17.2,1.7,1011.2,130.0,4.6
91.75,18.3,1.7,1010.6,140.0,5.1
91.96,20.6,0.6,1009.8,160.0,6.7
99.36,22.2,1.1,1008.2,180.0,7.7
92.39,22.8,0.6,1006.8,150.0,6.7
88.95,22.8,0.0,1005.8,170.0,6.2
87.92,22.8,0.6,1005.3,180.0,6.2
88.82,22.8,1.1,1004.7,190.0,6.2
98.05,21.7,1.1,1004.8,190.0,5.1
104.43,20.6,1.7,1004.7,190.0,3.1
104.15,20.0,2.2,1004.9,190.0,3.6
86.99,20.0,3.3,1004.2,120.0,3.1
85.46,19.4,4.4,1004.6,140.0,2.6
86.03,20.0,4.4,1004.3,170.0,6.2
85.56,19.4,4.4,1004.0,160.0,3.6
85.22,18.9,4.4,1004.2,160.0,2.6
85.5,18.9,4.4,1003.7,120.0,3.6
84.38,18.3,6.1,1002.7,100.0,4.1
84.56,15.6,10.6,1002.6,0.0,0.0
84.76,15.6,10.0,1001.2,100.0,3.6
89.52,17.8,7.2,1000.9,150.0,4.6
101.89,16.1,9.4,1001.0,230.0,2.6
88.91,15.6,11.1,1001.4,30.0,1.5
96.33,15.6,10.6,1001.4,330.0,2.6
99.59,13.3,10.6,1002.3,70.0,5.7
93.41,13.9,11.1,1001.4,50.0,7.2
94.63,15.6,11.1,1000.8,80.0,8.8
104.22,15.6,11.1,999.9,80.0,7.7
94.72,14.4,11.7,999.9,100.0,1.5
97.84,14.4,11.7,999.3,130.0,1.5
86.15,13.9,11.7,999.7,150.0,2.1
86.1,13.9,11.1,1000.3,140.0,2.6
85.81,13.9,10.6,1000.7,120.0,3.6
87.97,13.3,8.9,1002.3,190.0,7.2
88.7,11.1,8.9,1003.8,190.0,6.2
86.94,10.6,8.9,1005.2,140.0,3.1
86.96,10.6,8.9,1005.9,150.0,3.1
87.22,10.6,8.9,1006.5,100.0,3.1
86.98,10.6,9.4,1007.1,120.0,3.6
87.17,10.6,9.4,1007.5,120.0,5.1
87.03,10.6,9.4,1007.5,110.0,4.1
86.65,10.6,9.4,1007.8,130.0,4.1
89.81,10.6,9.4,1008.0,110.0,4.1
90.02,10.6,9.4,1008.3,120.0,3.6
89.71,10.6,9.4,1009.0,120.0,3.6
89.31,10.0,8.9,1009.9,150.0,4.1
87.59,10.0,8.9,1010.8,140.0,4.1
88.29,10.6,9.4,1011.9,140.0,4.1
90.07,10.6,9.4,1012.6,140.0,3.6
88.9,11.7,10.0,1013.1,130.0,3.1
85.89,12.8,10.0,1013.1,160.0,3.6
85.21,13.9,10.0,1012.7,0.0,0.0
85.15,13.9,10.0,1012.6,250.0,4.6
84.06,15.0,10.0,1012.8,230.0,3.1
84.17,15.0,9.4,1013.1,270.0,3.1
84.92,15.0,9.4,1013.4,300.0,2.1
84.95,14.4,10.6,1014.3,0.0,0.0
86.91,14.4,10.0,1014.8,0.0,0.0
86.69,14.4,10.6,1015.7,130.0,1.5
86.01,13.3,11.1,1016.8,130.0,2.1
85.71,13.3,11.1,1017.7,110.0,2.1
86.44,12.8,11.1,1018.4,100.0,2.1
85.88,12.2,10.6,1018.8,90.0,3.1
85.44,12.2,10.6,1019.1,90.0,3.6
85.93,11.7,10.0,1019.5,100.0,3.1
86.4,11.1,10.0,1019.7,90.0,2.1
89.37,11.1,10.0,1019.9,80.0,2.6
105.55,11.1,9.4,1020.2,100.0,2.1
108.2,10.6,9.4,1020.8,80.0,3.6
103.34,10.0,8.9,1021.4,110.0,3.6
93.49,11.7,8.9,1022.2,100.0,2.6
91.69,13.0,8.4,1023.1,100.0,3.6
90.61,14.4,9.4,1023.7,100.0,2.1
90.6,15.6,8.9,1024.4,0.0,0.0
90.54,17.2,7.2,1024.2,140.0,1.5
88.68,17.8,7.2,1023.3,160.0,1.5
87.29,18.9,7.2,1022.8,120.0,1.5
88.07,19.4,7.2,1022.3,240.0,1.5
87.78,19.4,8.3,1022.1,0.0,0.0
85.77,20.0,8.3,1022.1,0.0,1.5
92.82,18.9,9.4,1022.2,240.0,2.6
98.02,18.3,8.3,1022.8,240.0,2.6
95.49,17.2,10.0,1023.3,240.0,2.1
84.14,17.2,9.4,1023.8,280.0,1.5
83.12,15.6,10.6,1024.5,0.0,0.0
84.04,14.4,10.6,1024.7,260.0,1.5
83.23,13.9,11.1,1024.8,250.0,1.5
83.41,13.9,10.0,1024.7,0.0,0.0
82.99,13.3,10.6,1024.5,110.0,2.1
87.71,12.2,10.0,1024.4,90.0,2.1
89.58,12.2,10.0,1024.2,0.0,0.0
98.76,11.7,10.0,1024.3,110.0,1.5
104.62,11.1,10.0,1024.4,0.0,0.0
103.46,11.1,9.4,1024.8,110.0,2.1
95.62,12.2,9.4,1025.1,140.0,2.6
88.84,13.9,9.4,1025.5,110.0,3.1
88.04,16.1,8.9,1025.5,70.0,4.1
87.64,18.3,10.0,1025.6,110.0,2.6
86.53,19.4,9.4,1024.6,110.0,1.5
84.1,21.1,8.9,1023.2,0.0,0.0
89.31,22.2,8.3,1021.6,10.0,1.5
86.65,23.3,9.4,1020.6,10.0,1.5
84.74,23.3,10.0,1020.2,250.0,3.6
90.0,23.9,8.9,1019.8,290.0,4.1
111.6,22.8,10.6,1019.6,250.0,3.6
106.47,21.7,10.0,1019.7,260.0,3.1
101.35,18.3,13.3,1019.7,230.0,2.6
99.94,19.4,11.7,1019.6,0.0,0.0
100.35,18.3,11.7,1019.3,0.0,0.0
89.77,17.8,12.2,1018.8,0.0,0.0
84.08,16.7,12.2,1018.2,130.0,1.5
83.59,15.6,12.2,1017.9,90.0,3.1
85.56,15.0,12.2,1017.4,90.0,3.1
88.05,13.9,11.7,1016.9,90.0,3.1
88.05,13.9,11.7,1016.3,90.0,3.6
93.01,13.3,11.1,1016.2,100.0,2.6
107.52,12.2,11.1,1016.0,100.0,3.1
100.89,13.3,10.6,1015.9,90.0,3.1
90.79,14.4,11.1,1015.9,110.0,2.6
91.18,16.1,11.1,1015.8,110.0,3.1
93.65,17.8,11.1,1015.9,100.0,2.6
99.55,20.0,12.2,1015.4,170.0,2.1
87.52,22.2,11.7,1014.3,140.0,2.1
87.17,23.9,11.1,1013.0,180.0,3.1
87.45,24.4,10.6,1011.5,160.0,3.6
87.99,24.4,8.9,1010.3,160.0,1.5
86.89,24.4,6.7,1009.2,0.0,0.0
86.75,24.4,6.7,1008.7,270.0,3.1
93.95,23.3,9.4,1008.1,240.0,3.1
103.11,22.2,8.9,1007.7,230.0,1.5
101.19,21.7,9.4,1007.3,180.0,2.1
88.13,20.6,9.4,1006.8,230.0,1.5
88.02,21.1,4.4,1006.8,270.0,3.1
88.86,18.3,6.1,1006.7,250.0,3.1
89.02,17.8,2.2,1007.4,260.0,8.8
90.65,16.1,0.6,1008.4,300.0,8.8
92.66,15.0,0.0,1008.9,290.0,6.7
92.74,12.8,3.3,1009.2,240.0,1.5
91.07,12.8,-1.1,1009.4,260.0,4.6
94.16,11.1,-1.1,1010.2,250.0,3.1
105.4,10.6,-2.8,1011.3,260.0,4.1
100.35,10.0,-2.8,1011.7,250.0,3.1
94.93,10.0,-1.7,1012.1,260.0,2.1
94.13,11.1,-3.9,1012.5,250.0,3.6
94.0,13.9,-3.3,1012.5,240.0,3.6
93.59,13.9,-4.4,1013.1,220.0,2.6
93.25,14.4,-6.1,1012.6,250.0,4.1
93.82,16.1,-3.3,1011.9,230.0,6.2
88.26,17.2,-4.4,1011.1,250.0,6.2
88.4,17.2,-6.1,1010.8,280.0,6.2
89.31,16.7,-5.6,1010.7,260.0,6.7
103.68,16.7,-7.2,1011.3,280.0,9.3
117.86,16.1,-8.3,1011.7,290.0,8.8
107.88,15.0,-8.9,1012.0,270.0,6.2
106.13,12.8,-4.4,1012.5,220.0,3.1
104.64,11.7,-2.8,1013.4,230.0,3.6
103.67,10.6,-2.8,1013.7,230.0,3.1
89.13,10.0,-2.2,1014.1,220.0,2.6
88.77,10.0,-1.7,1014.5,230.0,2.1
89.2,9.4,-3.3,1014.9,210.0,1.5
89.51,8.3,-0.6,1015.3,220.0,1.5
89.7,7.8,0.6,1015.3,230.0,1.5
89.69,9.4,-4.4,1015.4,290.0,2.1
96.82,7.2,0.0,1015.8,0.0,0.0
106.23,7.2,-1.1,1016.6,0.0,0.0
103.56,6.1,0.6,1017.1,90.0,2.6
90.42,6.7,1.1,1018.0,90.0,2.6
89.42,8.3,0.0,1019.1,80.0,2.1
88.11,10.6,-2.2,1020.0,0.0,0.0
87.71,11.7,-3.3,1020.1,320.0,2.1
89.02,14.4,-4.4,1019.7,320.0,2.1
98.77,15.6,-6.1,1018.9,160.0,1.5
92.95,16.1,-8.3,1018.2,220.0,3.6
88.71,16.7,-8.3,1017.6,220.0,1.5
87.59,16.7,-7.8,1017.5,210.0,6.2
87.43,16.7,-8.3,1017.7,270.0,6.2
95.33,16.1,-8.9,1018.0,250.0,4.1
103.34,15.0,-8.3,1018.1,250.0,3.1
103.57,13.3,-1.1,1018.9,250.0,2.1
88.66,12.8,-1.1,1019.2,0.0,0.0
85.87,12.2,0.0,1019.5,0.0,0.0
85.04,11.1,0.6,1019.7,0.0,0.0
85.44,10.6,-2.2,1019.2,80.0,3.6
85.45,8.9,0.0,1019.0,90.0,2.6
85.66,8.9,-0.6,1019.2,80.0,3.6
85.67,8.3,-1.1,1019.0,110.0,2.6
88.7,7.8,-1.1,1018.8,100.0,2.6
89.77,7.2,-0.6,1018.6,100.0,2.1
99.0,6.7,0.0,1019.0,110.0,2.6
97.42,6.1,-0.6,1019.1,110.0,2.6
92.43,6.7,-0.6,1019.3,120.0,2.6
93.6,8.9,-1.7,1019.2,90.0,4.1
90.67,11.1,-2.2,1019.1,110.0,3.1
89.22,13.9,-3.3,1019.0,170.0,2.1
91.4,15.0,-4.4,1018.7,0.0,0.0
107.26,16.7,-6.1,1017.4,180.0,2.1
95.37,17.2,-5.6,1016.1,230.0,2.1
88.47,18.3,-5.6,1015.1,230.0,2.1
86.58,18.3,-7.8,1014.5,260.0,3.6
86.49,17.8,-6.1,1014.1,0.0,0.0
85.91,17.2,-5.6,1013.6,230.0,1.5
86.2,16.7,-1.1,1013.4,250.0,2.1
86.8,16.7,-6.1,1013.2,320.0,3.1
86.65,16.1,-6.1,1013.2,330.0,2.6
86.03,16.1,-5.6,1013.1,0.0,0.0
86.51,14.4,-0.6,1012.9,0.0,0.0
86.53,13.9,0.6,1012.8,90.0,1.5
86.7,12.8,1.7,1012.4,100.0,3.1
86.3,12.2,1.7,1011.9,100.0,2.6
84.56,12.2,0.6,1011.0,90.0,2.6
85.97,12.2,1.1,1010.8,90.0,2.1
88.65,12.2,0.6,1010.7,100.0,1.5
87.13,11.7,1.1,1010.6,110.0,2.1
87.36,12.2,-1.1,1010.8,80.0,2.6
88.33,11.1,1.1,1010.7,90.0,2.6
88.13,13.9,-0.6,1011.5,90.0,3.1
85.95,15.0,-1.1,1011.9,70.0,3.1
86.2,16.1,-2.2,1012.3,0.0,0.0
87.39,17.2,-3.9,1012.6,300.0,4.1
83.91,17.8,-3.3,1011.9,220.0,3.1
83.15,19.4,-3.3,1010.7,200.0,2.6
80.12,20.0,-2.2,1009.9,220.0,2.1
80.68,19.4,-2.2,1010.2,230.0,5.7
80.47,19.4,-2.8,1010.2,220.0,3.6
80.99,18.3,-2.2,1010.5,290.0,4.6
81.1,17.2,-1.1,1010.6,250.0,2.1
82.92,16.7,1.1,1011.0,250.0,3.1
82.21,15.0,3.3,1011.1,200.0,1.5
82.8,13.9,3.3,1011.7,220.0,1.5
82.26,13.3,3.3,1011.9,220.0,1.5
84.28,12.8,4.4,1012.3,0.0,0.0
85.0,12.2,3.3,1012.2,100.0,2.6
86.64,11.1,3.3,1012.3,100.0,2.1
86.06,11.1,2.8,1012.4,90.0,3.1
87.81,10.6,2.8,1012.7,100.0,2.1
96.83,10.6,2.8,1012.8,140.0,3.6
104.35,10.0,2.8,1013.0,110.0,3.6
99.12,8.9,2.8,1013.1,100.0,4.1
89.19,9.4,2.8,1014.0,80.0,3.6
90.39,11.1,2.8,1014.2,100.0,4.1
93.63,12.8,3.3,1014.4,130.0,3.6
89.95,14.4,3.9,1014.0,150.0,3.6
87.66,15.6,3.9,1013.5,140.0,4.1
86.61,17.8,4.4,1012.3,0.0,0.0
87.19,17.2,4.4,1011.1,0.0,1.5
86.08,17.8,5.0,1010.1,10.0,4.6
91.68,17.2,5.6,1009.4,50.0,3.1
94.32,15.0,7.8,1010.3,330.0,4.6
105.35,13.9,9.4,1010.1,310.0,4.6
109.88,13.3,8.9,1010.4,290.0,4.1
101.44,12.8,10.6,1011.1,270.0,2.6
83.69,11.7,11.1,1010.9,240.0,2.6
82.84,11.7,10.0,1010.2,40.0,2.6
83.04,12.2,10.0,1010.1,50.0,2.1
82.38,12.2,10.0,1009.6,100.0,1.5
82.98,11.7,10.6,1009.1,110.0,2.6
82.62,11.7,10.6,1008.5,110.0,2.1
83.32,11.7,10.6,1008.9,120.0,1.5
86.62,12.2,10.6,1008.1,0.0,0.0
98.33,12.2,10.0,1008.7,290.0,1.5
103.24,11.7,10.6,1009.4,340.0,2.6
97.35,12.2,10.6,1010.2,340.0,1.5
91.69,11.7,11.1,1011.413905088622,250.0,2.6
88.53,12.8,11.1,1013.1,300.0,4.1
87.6,13.9,11.1,1013.9,320.0,1.5
88.2,15.6,11.1,1014.2,230.0,2.6
89.11,16.1,11.7,1014.6,270.0,5.7
87.81,16.7,7.2,1015.0,300.0,8.8
96.01,17.2,7.2,1014.9,270.0,7.7
87.66,17.8,5.0,1014.8,280.0,8.2
97.92,18.3,4.4,1014.9,260.0,6.7
91.22,17.8,3.9,1015.4,260.0,4.6
102.81,17.2,3.3,1016.6,270.0,6.2
103.48,15.6,5.0,1017.4,240.0,4.1
105.93,15.0,5.0,1018.0,260.0,2.6
103.52,13.3,6.7,1019.1,230.0,2.1
103.13,12.8,6.7,1020.3,0.0,0.0
90.76,13.9,5.0,1020.4,0.0,0.0
87.88,11.7,7.2,1020.7,90.0,1.5
87.86,11.1,6.7,1021.1,0.0,0.0
87.31,10.0,6.7,1021.2,130.0,1.5
87.62,8.9,5.0,1021.3,110.0,3.1
91.97,9.4,5.6,1021.3,70.0,1.5
96.43,8.9,5.0,1021.7,0.0,0.0
108.08,9.4,5.0,1022.4,0.0,0.0
105.4,8.3,6.1,1022.7,0.0,0.0
92.36,10.0,5.0,1023.6,350.0,2.1
89.78,12.2,4.4,1024.2,350.0,1.5
87.22,14.4,3.9,1024.5,340.0,3.1
87.64,16.7,2.2,1024.6,80.0,4.1
86.08,17.2,1.1,1024.4,100.0,3.1
90.25,18.3,1.1,1023.2,100.0,2.1
87.46,20.0,0.6,1022.0,100.0,3.6
84.89,20.0,0.6,1021.6,100.0,2.1
82.86,20.0,-0.6,1021.1,0.0,0.0
83.1,20.6,-2.2,1020.4,340.0,4.1
97.73,20.6,-2.2,1020.3,320.0,3.1
107.43,20.0,-2.2,1020.5,300.0,3.1
97.81,18.9,-1.7,1021.2,290.0,4.1
79.96,17.8,0.0,1021.6,300.0,2.6
80.6,15.0,4.4,1022.0,210.0,1.5
79.31,15.6,-0.6,1022.0,340.0,1.5
79.29,13.3,6.7,1022.1,250.0,1.5
80.18,11.7,4.4,1022.2,170.0,2.1
